destinationStopName,destinationStopCategory,stage,observationDateTime,travelDistance,originStopName,fareForChild,fareForAdult,id,originDestinationCode,originStopCategory
UDHANA DARWAJA BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.37398,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2040,TERMINAL
KEVAL CIRCLE,CBS,2,2020-12-23T08:30:12+05:30,3.3822,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1134,TERMINAL
RAGHUVIR BUSINESS HUB,CBS,2,2020-12-23T08:30:12+05:30,3.38534,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2340,TERMINAL
PANDOL POLICE CHOWKI,CBS,2,2020-12-23T08:30:12+05:30,3.41268,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2204,TERMINAL
DUTCH GARDEN,CBS,2,2020-12-23T08:30:12+05:30,3.45366,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1104,TERMINAL
SHARDA SCHOOL,CBS,2,2020-12-23T08:30:12+05:30,3.4717,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1124,TERMINAL
KUVAWADI,CBS,2,2020-12-23T08:30:12+05:30,3.47364,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1130,TERMINAL
KATAR GAM GIDC,CBS,2,2020-12-23T08:30:12+05:30,3.47533,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4263,TERMINAL
ANJANA HEALTH CENTRE,CBS,2,2020-12-23T08:30:12+05:30,3.49092,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2405,TERMINAL
S.M.C. NORTH ZONE (KATARGAM) OFFICE BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.50519,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2020,TERMINAL
SIDDHI VINAYAK TEMPLE,CBS,2,2020-12-23T08:30:12+05:30,3.50624,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2453,TERMINAL
PARVAT PATIYA JUNCTION BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.5365,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2035,TERMINAL
KHARWARNAGAR CREEK BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.53921,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2039,TERMINAL
ANJANI BOOT BHAVANI ROAD BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.59427,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2031,TERMINAL
SYMGA SCHOOL,CBS,2,2020-12-23T08:30:12+05:30,3.59842,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1136,TERMINAL
KADARSHAH NI NAL,CBS,2,2020-12-23T08:30:12+05:30,3.61667,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1135,TERMINAL
GOPAL CHOWK,CBS,2,2020-12-23T08:30:12+05:30,3.62567,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4309,TERMINAL
KANTARESHWAR MAHADEV,CBS,2,2020-12-23T08:30:12+05:30,3.62874,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2223,TERMINAL
NILKANTH SOCIETY KAPODARA,CBS,2,2020-12-23T08:30:12+05:30,3.6289,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4356,TERMINAL
NANPURA POST OFFICE,CBS,2,2020-12-23T08:30:12+05:30,3.64336,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1103,TERMINAL
SNEH NAGAR SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,3.65125,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2233,TERMINAL
AKHAND ANAND COLLEGE,CBS,2,2020-12-23T08:30:12+05:30,3.65523,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2205,TERMINAL
PANDIT SHYAMJI KRISHNA VERMA BRIDGE BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.70044,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2021,TERMINAL
ADAJAN GSRTC,CBS,2,2020-12-23T08:30:12+05:30,3.70671,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2799,TERMINAL
FATAKDAWADI,CBS,2,2020-12-23T08:30:12+05:30,3.70881,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2242,TERMINAL
J.T. NAGAR,CBS,2,2020-12-23T08:30:12+05:30,3.75187,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2339,TERMINAL
SANSKAR BHAVAN,CBS,2,2020-12-23T08:30:12+05:30,3.75625,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1123,TERMINAL
AMAZIA AMUSEMENT PARK BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.792,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2034,TERMINAL
S.M.C. KAPODARA WARD OFFICE BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.79979,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4002,TERMINAL
MAN MANDIR APARTMENT,CBS,2,2020-12-23T08:30:12+05:30,3.80203,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1131,TERMINAL
KHODIYARNAGAR,CBS,2,2020-12-23T08:30:12+05:30,3.84375,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2454,TERMINAL
SAMRAT VIDHYALAYA BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.84387,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2037,TERMINAL
SUB JAIL,HMC,2,2020-12-23T08:30:12+05:30,3.84976,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1008,TERMINAL
MODEL TOWN DUMBHAL,CBS,2,2020-12-23T08:30:12+05:30,3.86614,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2413,TERMINAL
AZAD CHOWK,CBS,2,2020-12-23T08:30:12+05:30,3.87525,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2406,TERMINAL
MAGOB GAM BRT,BRT,2,2020-12-23T08:30:12+05:30,3.91519,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2081,TERMINAL
SAGAR SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,3.92366,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4310,TERMINAL
SHANKHESHWAR CHOWK BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.92588,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2005,TERMINAL
DHANMORA / ADAJAN PATIYA BRTS,BRT_Transfer,2,2020-12-23T08:30:12+05:30,3.92649,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1013,TERMINAL
VAADINATH CHOWK,CBS,2,2020-12-23T08:30:12+05:30,3.92741,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2206,TERMINAL
MAJURA GATE,HMC,2,2020-12-23T08:30:12+05:30,3.94056,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1011,TERMINAL
J K P NAGAR SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,3.9412,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2232,TERMINAL
KHARWARNAGAR BRTS,BRT_Int,2,2020-12-23T08:30:12+05:30,3.94341,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2041,TERMINAL
MODEL TOWN JUNCTION BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.96884,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2036,TERMINAL
ASHMI KIRAN APARTMENT,CBS,2,2020-12-23T08:30:12+05:30,3.97367,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4357,TERMINAL
CORPORATION SCHOOL,CBS,2,2020-12-23T08:30:12+05:30,3.98683,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2731,TERMINAL
RASHI CIRCLE BRTS,BRT,2,2020-12-23T08:30:12+05:30,3.99525,RAILWAY STATION TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2019,TERMINAL
LALITA CIRCLE,CBS,3,2020-12-23T08:30:12+05:30,4.01751,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2226,TERMINAL
TRILOK SOCIETY,CBS,3,2020-12-23T08:30:12+05:30,4.02309,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2218,TERMINAL
SITA NAGAR,CBS,3,2020-12-23T08:30:12+05:30,4.047,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4322,TERMINAL
NEW CIVIL HOSPITAL,HMC,3,2020-12-23T08:30:12+05:30,4.06044,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1010,TERMINAL
BAHUMALI,CBS,3,2020-12-23T08:30:12+05:30,4.06653,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1102,TERMINAL
SINGANPORE CIRCLE,CBS,3,2020-12-23T08:30:12+05:30,4.10382,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2230,TERMINAL
SITANAGAR BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.10532,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2032,TERMINAL
MAHAVIR HOSPITAL,CBS,3,2020-12-23T08:30:12+05:30,4.10873,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1132,TERMINAL
HARE KRISHNA CIRCLE / LALITA CHOKADI BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.13202,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2018,TERMINAL
SIDDIQUI SQUARE,CBS,3,2020-12-23T08:30:12+05:30,4.16277,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2701,TERMINAL
AASHIRWAD DOCTOR HOUSE,CBS,3,2020-12-23T08:30:12+05:30,4.16697,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2231,TERMINAL
BHARI TEMPLE,CBS,3,2020-12-23T08:30:12+05:30,4.19974,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2243,TERMINAL
L.N. PARK SOCIETY,CBS,3,2020-12-23T08:30:12+05:30,4.20743,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2562,TERMINAL
GANDHI COLLEGE,HMC,3,2020-12-23T08:30:12+05:30,4.21232,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1009,TERMINAL
GIRLS POLYTECHNIC,CBS,3,2020-12-23T08:30:12+05:30,4.21701,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1101,TERMINAL
VISHWAKARMA JUNCTION BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.23236,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4043,TERMINAL
SHAKTI NIKETAN MANDIR,CBS,3,2020-12-23T08:30:12+05:30,4.23434,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2730,TERMINAL
KAPODARA FIRE STATION BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.23816,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4003,TERMINAL
PUNA CANAL BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.24473,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2033,TERMINAL
GOPAL NAGAR,CBS,3,2020-12-23T08:30:12+05:30,4.24491,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2207,TERMINAL
BSNL OFFICE MAMTA PARK,CBS,3,2020-12-23T08:30:12+05:30,4.24822,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4311,TERMINAL
DUMBHAL FIRE STATION,CBS,3,2020-12-23T08:30:12+05:30,4.25224,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2439,TERMINAL
JILANI COMPLEX,CBS,3,2020-12-23T08:30:12+05:30,4.26226,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2702,TERMINAL
SKY LARK COMPLEX KAPODARA,CBS,3,2020-12-23T08:30:12+05:30,4.26734,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4358,TERMINAL
MAJURAGATE CIVIL HOSPITAL,CBS,3,2020-12-23T08:30:12+05:30,4.27293,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2628,TERMINAL
MITHIKHADI WARD OFFICE,CBS,3,2020-12-23T08:30:12+05:30,4.27526,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2407,TERMINAL
NEMINATH NAGAR DUMBHAL,CBS,3,2020-12-23T08:30:12+05:30,4.30386,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2414,TERMINAL
KHATODARA POLICE STATION,CBS,3,2020-12-23T08:30:12+05:30,4.30848,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2563,TERMINAL
PARAM ROW HOUSE,CBS,3,2020-12-23T08:30:12+05:30,4.31421,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2732,TERMINAL
HARE KRISHNA CIRCLE,CBS,3,2020-12-23T08:30:12+05:30,4.31495,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2224,TERMINAL
UDHANA GIDC MAHATMA GANDHI ROAD,CBS,3,2020-12-23T08:30:12+05:30,4.34772,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2561,TERMINAL
KHATODARA WADI,CBS,3,2020-12-23T08:30:12+05:30,4.36601,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2501,TERMINAL
INCOME TAX,CBS,3,2020-12-23T08:30:12+05:30,4.37437,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2629,TERMINAL
AMBEDKAR TRUST,CBS,3,2020-12-23T08:30:12+05:30,4.38499,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 7826,TERMINAL
BAPA SITARAM CHOWK BRTS,BRT_Transfer,3,2020-12-23T08:30:12+05:30,4.3937,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2017,TERMINAL
MAMTA PARK SOCIETY,CBS,3,2020-12-23T08:30:12+05:30,4.39624,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4359,TERMINAL
BHAKTI DHAM BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.40785,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4038,TERMINAL
KHATODARA GIDC BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.41406,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2048,TERMINAL
SWAMINARAYAN CHOWK BRTS,BRT_Transfer,3,2020-12-23T08:30:12+05:30,4.42226,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1012,TERMINAL
SINGANPORE VEGETABLE MARKET,CBS,3,2020-12-23T08:30:12+05:30,4.42873,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2229,TERMINAL
VANITA VISHRAM GROUND,HMC,3,2020-12-23T08:30:12+05:30,4.43393,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1021,TERMINAL
ATHWAGATE,HMC,3,2020-12-23T08:30:12+05:30,4.44703,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 1022,TERMINAL
NAVYUG COLLEGE BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.45448,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2006,TERMINAL
SINGANPORE S.T.P,CBS,3,2020-12-23T08:30:12+05:30,4.463,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2217,TERMINAL
"PANDIT DINDAYAL UPADHYAY BHAVAN, SATYANAGAR BRTS",BRT,3,2020-12-23T08:30:12+05:30,4.46396,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2042,TERMINAL
MAJURA GATE FIRE STATION,CBS,3,2020-12-23T08:30:12+05:30,4.4716,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2648,TERMINAL
VANITA VISHRAM,CBS,3,2020-12-23T08:30:12+05:30,4.52114,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2601,TERMINAL
SHREE SWAMINARAYAN MANDIR,CBS,3,2020-12-23T08:30:12+05:30,4.54821,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2208,TERMINAL
KAPODARA,CBS,3,2020-12-23T08:30:12+05:30,4.5609,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4389,TERMINAL
SURYA DARSHAN SOCIETY,CBS,3,2020-12-23T08:30:12+05:30,4.56701,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2244,TERMINAL
HAMZA APARTMENT,CBS,3,2020-12-23T08:30:12+05:30,4.59861,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2706,TERMINAL
PUNAGAM SARKARI MANDLI,CBS,3,2020-12-23T08:30:12+05:30,4.60277,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4342,TERMINAL
UDHANA GIDC ROAD NO.3,CBS,3,2020-12-23T08:30:12+05:30,4.61344,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2560,TERMINAL
RADADYA VIDHYALAYA,CBS,3,2020-12-23T08:30:12+05:30,4.6155,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2225,TERMINAL
MAGOB PARVAT KHADI BRIDGE BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.62012,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2076,TERMINAL
LAXMINAGAR CHOWK,CBS,3,2020-12-23T08:30:12+05:30,4.65378,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4312,TERMINAL
AMIDHARA WADI,CBS,3,2020-12-23T08:30:12+05:30,4.65639,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 7827,TERMINAL
KHATODARA GIDC,CBS,3,2020-12-23T08:30:12+05:30,4.6585,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2502,TERMINAL
LIMBAYAT HEALTH CENTRE,CBS,3,2020-12-23T08:30:12+05:30,4.65978,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2408,TERMINAL
KHATODARA WATER WORKS,CBS,3,2020-12-23T08:30:12+05:30,4.67775,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2564,TERMINAL
PANJARA POL GHOD DOD ROAD,CBS,3,2020-12-23T08:30:12+05:30,4.68242,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2621,TERMINAL
NARAYAN INDUSTRIES LIMBAYAT,CBS,3,2020-12-23T08:30:12+05:30,4.70626,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2440,TERMINAL
BAPS SWAMINARAYAN SANSTHA,BRT Cabin,3,2020-12-23T08:30:12+05:30,4.70997,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2733,TERMINAL
JAIN DERAASAR AMROLI,CBS,3,2020-12-23T08:30:12+05:30,4.71263,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4264,TERMINAL
SMC HALL SINGANPORE,CBS,3,2020-12-23T08:30:12+05:30,4.71314,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2228,TERMINAL
SMC COMMUNITY HALL KHATODARA,CBS,3,2020-12-23T08:30:12+05:30,4.71847,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2517,TERMINAL
VIDHATA TOWNSHIP PARVAT,CBS,3,2020-12-23T08:30:12+05:30,4.72215,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2415,TERMINAL
AMROLI CHAR RASTA,BRT,3,2020-12-23T08:30:12+05:30,4.72729,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4242,TERMINAL
SHREE SWAMI DAYANAND SARASWATI BRIDGE,BRT,3,2020-12-23T08:30:12+05:30,4.74259,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4064,TERMINAL
IOC COLONY SUBHASH NAGAR,CBS,3,2020-12-23T08:30:12+05:30,4.74677,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2649,TERMINAL
DABHOLI CHAR RASTA,CBS,3,2020-12-23T08:30:12+05:30,4.75953,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2209,TERMINAL
UNIQUE HOSPITAL JUNCTION BRTS,BRT_Transfer,3,2020-12-23T08:30:12+05:30,4.7738,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2049,TERMINAL
UDHANA RAILWAY STATION,CBS,3,2020-12-23T08:30:12+05:30,4.79126,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2565,TERMINAL
SHREE SAHJANAND CHOWK / DABHOLI CHAR RASTA BRTS,BRT_Transfer,3,2020-12-23T08:30:12+05:30,4.79468,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2016,TERMINAL
KAPADIA HEALTH CLUB,CBS,3,2020-12-23T08:30:12+05:30,4.80113,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2630,TERMINAL
VISHWAKARMA MANDIR BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.80265,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4037,TERMINAL
BHAIYA NAGAR BRTS,BRT,3,2020-12-23T08:30:12+05:30,4.81374,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 4044,TERMINAL
JAWAHARLAL NEHRU GARDEN,CBS,3,2020-12-23T08:30:12+05:30,4.82523,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2602,TERMINAL
K.P COMMERCE COLLEGE,CBS,3,2020-12-23T08:30:12+05:30,4.83116,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2625,TERMINAL
GAYATRI MANDIR DABHOLI,CBS,3,2020-12-23T08:30:12+05:30,4.84324,RAILWAY STATION TERMINAL,4.0,8.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,10 - 2237,TERMINAL
